,,
Reinvestment Partners,GSK Impact Award 2017 - Triangle Region,"$40,000.00"
Research America,Enhanced Membership,"$25,000.00"
Rheumatology Nurses Society Foundation,Rheumatology Nurse Practice: Focus on Systemic Lupus Erythematosus,"$199,000.00"
Rheumatology Research Foundation,The Campaign for Rheumatology,"$200,000.00"
Rilite Foundation,Lupus 2018 - Pre-Meeting with Lupus Patients,"$25,000.00"
Room To Read,Support for Room to Read's Cambodia Girls' Education programme,"$194,084.87"
Rutgers The State University,Reaching Out™ to Manage Poorly Controlled Asthma: The Pharmacist Role in Training and Adherence,"$258,690.00"
Safety Pharmacology Society,2017 SPS Annual Meeting,"$3,000.00"
Save The Children Federation Inc,"Hurricane Relief for Texas, Puerto Rico, and Florida","$500,000.00"
Save The Children Federation Inc,US Children's Emergency Fund,"$18,912.00"
Scientists Center For Animal Welfare,SCAW Educational Programs 2017,"$9,000.00"
SeniorLAW Center,GSK Impact Award 2017 - Greater Philadelphia - SeniorLAW Center,"$40,000.00"
Sharsheret Inc,Clinical Trials and Research Studies Webpage,"$7,500.00"
Society For Investigative Dermatology,2017 Society for Investigative Dermatology PhD Retreat,"$25,000.00"
Society Of Toxicologic Pathology,Society of Toxicologic Pathology 2017 Corporate Sponsor Opal Level,"$7,500.00"
Southeast Asian Mutual Assistance Associations Coalition,GSK Impact Award 2017 - Greater Philadelphia,"$40,000.00"
Stanford University,Postdoctoral Fellowship Program Agreement,"$28,983.00"
Stanford University,Postdoctoral Fellowship Program Agreement,"$121,017.00"
Starfinder Foundation,GSK Impact Award 2017 - Greater Philadelphia,"$40,000.00"
Student Action With Farmworkers,GSK Impact Award 2017 - Triangle Region,"$40,000.00"
Students Run Philly Style,GSK Impact Award 2017 - Greater Philadelphia,"$40,000.00"
Task Force For Global Health,Children Without Worms - support for developing M&E framework and building sustainable epidemiologic,"capaci$ty3 i1n2 n,6a1ti0o.n0a0l"
Task Force For Global Health,Children Without Worms - support for global deworming activities and coordination,"$499,338.00"
Task Force For Global Health,Grant to Neglected Tropical Diseases Support Center for STH diagnostics evaluation.,"$250,000.00"
Task Force For Global Health,Mectizan Donation Program at the Task Force for Global Health - to support coordation of LF activities in A,"frica.$295,941.77"
Teratology Society,Teratology Society Sustaining Membership 2017,"$3,000.00"
Terrapinn Inc,7th Annual World Orphan Drug Congress,"$32,142.85"
The AIDS Institute Inc,Patient Advocacy Leaders Summit,"$75,000.00"
The AIDS Institute Inc,Patient Advocacy Leaders United Collaborating to Improve Lung Health in Our Communities,"$50,000.00"
The Antibody Society Inc,Request for corporate membership,"$25,000.00"
,,
The Asthma And Allergy Foundation Of America Saint Louis Chapter,2017 AAFA-STL Spring Printed Newsletter,"$2,000.00"
The Childrens Health Fund,Membership:  Children’s Health Fund’s Corporate Council for America’s Children,"$56,588.00"
The Community Empowerment Fund,GSK Impact Award 2017 - Triangle Region,"$40,000.00"
The France Foundation,A Personalized Approach to Managing Patients with Uncontrolled Asthma,"$244,850.00"
The Immunization Partnership,Communication and education outreach to the non medical community for the expansion of a community i,"mmuni$za1t2io0n,0 a0d0v.0o0c"
The International Biometric Society Eastern North American Region,Fostering Diversity in Biostatistics,"$2,500.00"
The Milken Institute,Partnering for Cures Boston,"$25,000.00"
The Scripps Research Institute,29th Annual Frontiers in Chemistry Symposium,"$1,000.00"
The Trustees Of Columbia University In The City Of New York,Resilient Children/ Resilient Communities Initiative,"$655,600.00"
Thomas Jefferson University,10th Annual International Young Investigators Meeting,"$30,000.00"
Tissue Engineering And Regenerative Medicine International Society,ITncERMIS EU 2017 Business Plan Competition,"$5,600.00"
Tracys Kids Inc,Request for Art Supplies for Tracy's Kids,"$15,000.00"
Trustees Of The University Of Pennsylvania,Joullie Symposium,"$5,000.00"
Trustees Of The University Of Pennsylvania,10th Annual Conference on Statistical Issues in Clinical Trials,"$10,000.00"
UMA Education Inc dba Global Education Group,2017 International COPD Conference,"$75,000.00"
United Way Of Greater St Louis Inc,Greater East St. Louis Youth Coordinating Council,"$150,000.00"
University Of California Berkeley Foundation,2017 Core Funding to Support the Liver Forum,"$30,000.00"
University Of Florida,Clinical Pharmacokinetic Dynamics Fellowship,"$36,890.00"
University Of Florida,Clinical Pharmacokinetic Fellowship,"$2,262.53"
University Of Florida,Clinical Pharmacokinetic Fellowship,"$17,908.00"
University Of Florida,Pharmacokinetics Fellowship,"$39,364.50"
University Of Florida,Pharmacokinetics Fellowship,"$42,659.59"
University Of Florida,PK Fellowship,"$41,839.00"
University Of Florida,PK Fellowship,"$36,353.25"
University Of Florida,Research Fellowship Program for Pharmacokinetics,$389.86
University Of Florida Foundation Inc,University of Florida Center for Pharmacometrics and Systems Pharmacology and 2017 Lake Nona Leade,"rship Cou$n5c,0il00.00"
University Of Nebraska Omaha,University of Nebraska Equipment Donation,$300.00
University Of North Carolina,Graduate Inustrial Traineeship,"$245,967.98"
University Of North Carolina,US Medical Affairs Fellowship,"$127,541.90"
University Of North Carolina,Regulatory Fellowship,"$133,764.24"
University Of North Carolina,Regulatory Fellowship,"$132,353.66"
University Of North Carolina,Regulatory Fellowship Invoice,"$4,677.81"
University Of North Carolina,Regulatory Fellowship Invoice,"$1,348.31"
University Of North Carolina,Regulatory Fellowship Invoice,"$2,282.66"
University Of North Carolina,Regulatory Fellowship Invoice,"$5,166.11"
University Of North Carolina,Regulatory Fellowship Invoice,"$2,154.49"
University Of North Carolina At Chapel Hill,Biannual Tuition Payment,"$73,866.02"
University Of North Carolina At Chapel Hill,Regulatory Fellowship,"$17,679.56"
University Of North Carolina At Chapel Hill,Studentship,"$29,130.35"
University Of North Carolina At Chapel Hill,Studentship,"$21,448.12"
University Of North Carolina At Chapel Hill,Studentship Expenses,"$92,335.50"
University of North Carolina Eshelman School Of Pharmacy,2015 and 2016 ASHP Fellowship,"$4,300.00"
University of North Carolina Eshelman School Of Pharmacy,Biannual Fellowship,"$121,779.20"
University of North Carolina Eshelman School Of Pharmacy,Biannual Fellowship Support,"$32,022.31"
,,
University of North Carolina Eshelman School Of Pharmacy,Fellowship Relocation Expenses,$323.29
University of North Carolina Eshelman School Of Pharmacy,Medical Affairs Fellowship,"$32,022.31"
University of North Carolina Eshelman School Of Pharmacy,Medical Affairs Fellowship,"$1,138.12"
University of North Carolina Eshelman School Of Pharmacy,Medical Affairs Fellowship Expenses,$686.48
University of North Carolina Eshelman School Of Pharmacy,Medical Affairs Fellowsip,$99.00
University of North Carolina Eshelman School Of Pharmacy,Regulatory Fellowship,"$9,342.50"
University of North Carolina Eshelman School Of Pharmacy,Regulatory Fellowship,"$1,558.78"
University of North Carolina Eshelman School Of Pharmacy,Regulatory Fellowship,"$1,187.30"
University of North Carolina Eshelman School Of Pharmacy,Regulatory Fellowship,$691.31
University Of Pennsylvania,University of Pennsylvania Equipment Donation,"$36,393.50"
University Of Pittsburgh,Workshop for measuring the impact of routine childhood vaccinations programs in Western Europe (Antwe,"rpen - B$e2l7g,i7u2m0).00"
US Chamber Of Commerce Foundation,"CCC Engage Support, Shape Level Support for Community Health and Wellness Issue Network, and Lea","dership $C4ir0c,l0e0 S0u.0p0p"
Vetri Foundation For Children,Vetri Cooking Lab,"$200,000.00"
Virginia Center For Health Innovation,Virginia Center for Health Innovation Leadership Council Membership,"$5,000.00"
Voces Coalicion De Vacunacion De Puerto Rico Inc,Voces Awards,"$1,250.00"
Weavers Way Community Programs,GSK Impact Award 2017 – Greater Philadelphia,"$40,000.00"
West Penn Allegheny Health System Inc,Update in Internal Medicine,"$3,000.00"
World Allergy Organization,2016 World Allergy Organization International Scientific Conference,"$25,000.00"
Yale University,2017 Annual Immunobiology Departmental Retreat,"$5,000.00"
"Yale University Yale 2017 Student Symposium $2,500.00",,
